Country,Year,Life,Population,GDP,Region
Bulgaria,2012,73.448,7397873,15443,Europe & Central Asia
Bulgaria,2013,73.549,7349462,15695,Europe & Central Asia
Burkina Faso,1964,36.331,5195464,711,Sub-Saharan Africa
Burkina Faso,1965,36.815,5284154,731,Sub-Saharan Africa
Burkina Faso,1966,37.291,5378861,726,Sub-Saharan Africa
Burkina Faso,1967,37.754,5479285,781,Sub-Saharan Africa
Burkina Faso,1968,38.207,5584807,794,Sub-Saharan Africa
Burkina Faso,1969,38.652,5694428,799,Sub-Saharan Africa
Burkina Faso,1970,39.095,5807492,790,Sub-Saharan Africa
Burkina Faso,1971,39.542,5923949,810,Sub-Saharan Africa
Burkina Faso,1972,40.003,6044303,830,Sub-Saharan Africa
Burkina Faso,1973,40.493,6169133,774,Sub-Saharan Africa
Burkina Faso,1974,41.025,6299238,747,Sub-Saharan Africa
Burkina Faso,1975,41.63,6435274,703,Sub-Saharan Africa
Burkina Faso,1976,42.343,6577502,683,Sub-Saharan Africa
Burkina Faso,1977,43.166,6726016,714,Sub-Saharan Africa
Burkina Faso,1978,44.081,6881106,778,Sub-Saharan Africa
Burkina Faso,1979,45.06,7043049,766,Sub-Saharan Africa
Burkina Faso,1980,46.049,7212088,759,Sub-Saharan Africa
Burkina Faso,1981,46.984,7388473,771,Sub-Saharan Africa
Burkina Faso,1982,47.81,7572382,767,Sub-Saharan Africa
Burkina Faso,1983,48.486,7763888,738,Sub-Saharan Africa
Burkina Faso,1984,48.992,7963009,729,Sub-Saharan Africa
Burkina Faso,1985,49.323,8169792,801,Sub-Saharan Africa
Burkina Faso,1986,49.492,8384383,900,Sub-Saharan Africa
Burkina Faso,1987,49.55,8606963,857,Sub-Saharan Africa
Burkina Faso,1988,49.545,8837666,898,Sub-Saharan Africa
Burkina Faso,1989,49.505,9076631,858,Sub-Saharan Africa
Burkina Faso,1990,49.454,9323996,821,Sub-Saharan Africa
Burkina Faso,1991,49.409,9580035,872,Sub-Saharan Africa
Burkina Faso,1992,49.374,9844931,851,Sub-Saharan Africa
Burkina Faso,1993,49.36,10118634,857,Sub-Saharan Africa
Burkina Faso,1994,49.38,10401025,845,Sub-Saharan Africa
Burkina Faso,1995,49.449,10692138,869,Sub-Saharan Africa
Burkina Faso,1996,49.576,10992170,938,Sub-Saharan Africa
Burkina Faso,1997,49.755,11301608,970,Sub-Saharan Africa
Burkina Faso,1998,49.984,11621159,1012,Sub-Saharan Africa
Burkina Faso,1999,50.262,11951701,1057,Sub-Saharan Africa
Burkina Faso,2000,50.589,12294012,1046,Sub-Saharan Africa
Burkina Faso,2001,50.963,12648474,1084,Sub-Saharan Africa
Burkina Faso,2002,51.375,13015435,1099,Sub-Saharan Africa
Burkina Faso,2003,51.816,13395599,1150,Sub-Saharan Africa
Burkina Faso,2004,52.278,13789736,1167,Sub-Saharan Africa
Burkina Faso,2005,52.75,14198463,1232,Sub-Saharan Africa
Burkina Faso,2006,53.227,14622202,1271,Sub-Saharan Africa
Burkina Faso,2007,53.703,15061127,1304,Sub-Saharan Africa
Burkina Faso,2008,54.174,15515258,1358,Sub-Saharan Africa
Burkina Faso,2009,54.634,15984479,1358,Sub-Saharan Africa
Burkina Faso,2010,55.081,16468714,1431,Sub-Saharan Africa
Burkina Faso,2011,55.513,16967845,1481,Sub-Saharan Africa
Burkina Faso,2012,55.932,17481984,1532,Sub-Saharan Africa
Burkina Faso,2013,56.344,18011507,1588,Sub-Saharan Africa
Burundi,1964,42.543,3154474,603,Sub-Saharan Africa
Burundi,1965,42.841,3212864,610,Sub-Saharan Africa
Burundi,1966,43.106,3275465,623,Sub-Saharan Africa
Burundi,1967,43.332,3341476,665,Sub-Saharan Africa
Burundi,1968,43.519,3406650,645,Sub-Saharan Africa
Burundi,1969,43.679,3465190,627,Sub-Saharan Africa
Burundi,1970,43.833,3513499,782,Sub-Saharan Africa
Burundi,1971,44.011,3549864,827,Sub-Saharan Africa
Burundi,1972,44.236,3577187,753,Sub-Saharan Africa
Burundi,1973,44.522,3602204,806,Sub-Saharan Africa
Burundi,1974,44.87,3634284,788,Sub-Saharan Africa
Burundi,1975,45.272,3680401,780,Sub-Saharan Africa
Burundi,1976,45.71,3742452,826,Sub-Saharan Africa
Burundi,1977,46.158,3819115,909,Sub-Saharan Africa
Burundi,1978,46.587,3910124,879,Sub-Saharan Africa
Burundi,1979,46.985,4014190,856,Sub-Saharan Africa
Burundi,1980,47.347,4129997,887,Sub-Saharan Africa
Burundi,1981,47.681,4257303,945,Sub-Saharan Africa
Burundi,1982,47.993,4395560,922,Sub-Saharan Africa
Burundi,1983,48.278,4542467,929,Sub-Saharan Africa
Burundi,1984,48.52,4695065,908,Sub-Saharan Africa
Burundi,1985,48.675,4850597,994,Sub-Saharan Africa
Burundi,1986,48.69,5008201,1014,Sub-Saharan Africa
Burundi,1987,48.546,5166403,1032,Sub-Saharan Africa
Burundi,1988,48.254,5321108,1044,Sub-Saharan Africa
Burundi,1989,47.843,5467413,1037,Sub-Saharan Africa
Burundi,1990,47.381,5601720,1051,Sub-Saharan Africa
Burundi,1991,46.951,5724030,1075,Sub-Saharan Africa
Burundi,1992,46.628,5835071,1062,Sub-Saharan Africa
Burundi,1993,46.464,5933293,975,Sub-Saharan Africa
Burundi,1994,46.477,6017127,921,Sub-Saharan Africa
Burundi,1995,46.654,6086751,835,Sub-Saharan Africa
Burundi,1996,46.951,6140258,758,Sub-Saharan Africa
Burundi,1997,47.298,6181493,737,Sub-Saharan Africa
Burundi,1998,47.64,6223515,763,Sub-Saharan Africa
Burundi,1999,47.958,6283662,744,Sub-Saharan Africa
Burundi,2000,48.251,6374347,723,Sub-Saharan Africa
Burundi,2001,48.534,6499653,720,Sub-Saharan Africa
Burundi,2002,48.84,6656071,731,Sub-Saharan Africa
Burundi,2003,49.191,6838764,700,Sub-Saharan Africa
Burundi,2004,49.589,7039534,709,Sub-Saharan Africa
Burundi,2005,50.036,7251424,692,Sub-Saharan Africa
Burundi,2006,50.526,7474363,704,Sub-Saharan Africa
Burundi,2007,51.045,7707781,713,Sub-Saharan Africa
Burundi,2008,51.578,7943385,723,Sub-Saharan Africa
Burundi,2009,52.112,8170853,723,Sub-Saharan Africa
Burundi,2010,52.638,8382849,725,Sub-Saharan Africa
Burundi,2011,53.148,8575172,731,Sub-Saharan Africa
Burundi,2012,53.637,8749387,737,Sub-Saharan Africa
Burundi,2013,54.104,8911183,747,Sub-Saharan Africa
Cambodia,1964,41.9,5983575,1548,East Asia & Pacific
Cambodia,1965,42.103,6141404,1579,East Asia & Pacific
Cambodia,1966,42.332,6310320,1608,East Asia & Pacific
Cambodia,1967,42.538,6485769,1647,East Asia & Pacific
Cambodia,1968,42.621,6657435,1678,East Asia & Pacific
Cambodia,1969,42.46,6811663,1660,East Asia & Pacific
Cambodia,1970,41.662,6937996,1643,East Asia & Pacific
Cambodia,1971,40,7039481,1539,East Asia & Pacific
Cambodia,1972,38,7118136,1440,East Asia & Pacific
Cambodia,1973,35.8,7162333,1161,East Asia & Pacific
Cambodia,1974,33.1,7157572,1101,East Asia & Pacific
Cambodia,1975,19.8,7097800,1096,East Asia & Pacific
Cambodia,1976,17.1,6972559,1116,East Asia & Pacific
Cambodia,1977,16.1,6796368,976,East Asia & Pacific
Cambodia,1978,17.5,6618684,1003,East Asia & Pacific
Cambodia,1979,19.8,6506208,891,East Asia & Pacific
Cambodia,1980,26,6505693,839,East Asia & Pacific
Cambodia,1981,35.788,6636869,822,East Asia & Pacific
Cambodia,1982,41.965,6883519,792,East Asia & Pacific
Cambodia,1983,47.105,7211815,791,East Asia & Pacific
Cambodia,1984,50.841,7570081,790,East Asia & Pacific
Cambodia,1985,53.067,7919802,787,East Asia & Pacific
Cambodia,1986,54.006,8250479,792,East Asia & Pacific
Cambodia,1987,54.278,8571130,920,East Asia & Pacific
Cambodia,1988,54.404,8885701,993,East Asia & Pacific
Cambodia,1989,54.571,9203893,1025,East Asia & Pacific
Cambodia,1990,54.896,9531928,996,East Asia & Pacific
Cambodia,1991,55.404,9868226,1055,East Asia & Pacific
Cambodia,1992,55.993,10205755,1096,East Asia & Pacific
Cambodia,1993,56.592,10539239,1004,East Asia & Pacific
Cambodia,1994,57.219,10862069,1058,East Asia & Pacific
Cambodia,1995,57.89,11169233,1091,East Asia & Pacific
Cambodia,1996,58.616,11458858,1117,East Asia & Pacific
Cambodia,1997,59.395,11731187,1148,East Asia & Pacific
Cambodia,1998,60.224,11986128,1176,East Asia & Pacific
Cambodia,1999,61.1,12224414,1285,East Asia & Pacific
Cambodia,2000,62.03,12446949,1368,East Asia & Pacific
Cambodia,2001,63.019,12653684,1448,East Asia & Pacific
Cambodia,2002,64.055,12845222,1516,East Asia & Pacific
Cambodia,2003,65.116,13024171,1617,East Asia & Pacific
Cambodia,2004,66.177,13193961,1755,East Asia & Pacific
Cambodia,2005,67.199,13357574,1957,East Asia & Pacific
Cambodia,2006,68.143,13515884,2136,East Asia & Pacific
Cambodia,2007,68.984,13669857,2321,East Asia & Pacific
Cambodia,2008,69.71,13822644,2442,East Asia & Pacific
Cambodia,2009,70.315,13977903,2409,East Asia & Pacific
Cambodia,2010,70.811,14138255,2513,East Asia & Pacific
Cambodia,2011,71.22,14305183,2646,East Asia & Pacific
Cambodia,2012,71.577,14478320,2790,East Asia & Pacific
Cambodia,2013,71.916,14656016,2942,East Asia & Pacific
Cameroon,1964,43.303,5909450,1910,Sub-Saharan Africa
Cameroon,1965,43.74,6048706,1917,Sub-Saharan Africa
Cameroon,1966,44.184,6193834,1973,Sub-Saharan Africa
Cameroon,1967,44.639,6345309,1992,Sub-Saharan Africa
Cameroon,1968,45.111,6503500,2084,Sub-Saharan Africa
Cameroon,1969,45.598,6668834,2146,Sub-Saharan Africa
Cameroon,1970,46.103,6841763,2169,Sub-Saharan Africa
Cameroon,1971,46.625,7022124,2190,Sub-Saharan Africa
Cameroon,1972,47.159,7210272,2238,Sub-Saharan Africa
Cameroon,1973,47.699,7407756,2224,Sub-Saharan Africa
Cameroon,1974,48.24,7616558,2274,Sub-Saharan Africa
Cameroon,1975,48.775,7837926,2338,Sub-Saharan Africa
Cameroon,1976,49.304,8072879,2324,Sub-Saharan Africa
Cameroon,1977,49.82,8320635,2386,Sub-Saharan Africa
Cameroon,1978,50.319,8578425,2444,Sub-Saharan Africa
Cameroon,1979,50.793,8842355,2505,Sub-Saharan Africa
Cameroon,1980,51.236,9109727,2671,Sub-Saharan Africa
Cameroon,1981,51.642,9379109,3034,Sub-Saharan Africa
Cameroon,1982,52.01,9651552,3188,Sub-Saharan Africa
Cameroon,1983,52.337,9929831,3319,Sub-Saharan Africa
Cameroon,1984,52.624,10218016,3476,Sub-Saharan Africa
Cameroon,1985,52.87,10518855,3675,Sub-Saharan Africa
Cameroon,1986,53.082,10832919,3821,Sub-Saharan Africa
Cameroon,1987,53.263,11158600,3526,Sub-Saharan Africa
Cameroon,1988,53.415,11493770,3271,Sub-Saharan Africa
Cameroon,1989,53.536,11835344,2895,Sub-Saharan Africa
Cameroon,1990,53.619,12180819,2768,Sub-Saharan Africa
Cameroon,1991,53.652,12529904,2586,Sub-Saharan Africa
Cameroon,1992,53.631,12882506,2434,Sub-Saharan Africa
Cameroon,1993,53.554,13236573,2177,Sub-Saharan Africa
Cameroon,1994,53.426,13589699,2160,Sub-Saharan Africa
Cameroon,1995,53.246,13940337,2188,Sub-Saharan Africa
Cameroon,1996,53.017,14287475,2233,Sub-Saharan Africa
Cameroon,1997,52.753,14631908,2289,Sub-Saharan Africa
Cameroon,1998,52.472,14976200,2338,Sub-Saharan Africa
Cameroon,1999,52.199,15324051,2369,Sub-Saharan Africa
Cameroon,2000,51.96,15678269,2404,Sub-Saharan Africa
Cameroon,2001,51.782,16039737,2447,Sub-Saharan Africa
Cameroon,2002,51.679,16408085,2480,Sub-Saharan Africa
Cameroon,2003,51.663,16783366,2514,Sub-Saharan Africa
Cameroon,2004,51.74,17165267,2540,Sub-Saharan Africa
Cameroon,2005,51.912,17553589,2532,Sub-Saharan Africa
Cameroon,2006,52.173,17948395,2547,Sub-Saharan Africa
Cameroon,2007,52.502,18350022,2564,Sub-Saharan Africa
Cameroon,2008,52.878,18758778,2571,Sub-Saharan Africa
Cameroon,2009,53.288,19175028,2554,Sub-Saharan Africa
Cameroon,2010,53.718,19598889,2571,Sub-Saharan Africa
Cameroon,2011,54.16,20030362,2610,Sub-Saharan Africa
Cameroon,2012,54.61,20468943,2661,Sub-Saharan Africa
Cameroon,2013,55.065,20913595,2739,Sub-Saharan Africa
Canada,1964,71.69,19309343,16464,America
Canada,1965,71.79,19678005,17243,America
Canada,1966,71.92,20078135,18022,America
Canada,1967,72.13,20501867,18240,America
Canada,1968,72.29,20931716,18900,America
Canada,1969,72.45,21342600,19614,America
Canada,1970,72.65,21716855,19842,America
Canada,1971,72.98,22048431,20688,America
Canada,1972,72.88,22344104,21532,America
Canada,1973,73.11,22614673,22797,America
Canada,1974,73.19,22876657,23405,America
Canada,1975,73.49,23142272,23593,America
Canada,1976,73.92,23416090,24563,America
Canada,1977,74.21,23695198,25095,America
Canada,1978,74.54,23975639,25853,America
Canada,1979,74.9,24250641,26665,America
Canada,1980,75.14,24516277,26678,America
Canada,1981,75.55,24769849,27171,America
Canada,1982,75.76,25016047,26031,America
Canada,1983,76.13,25266950,26525,America
Canada,1984,76.43,25538860,27781,America
Canada,1985,76.41,25842588,29016,America
Canada,1986,76.56,26183106,29482,America
Canada,1987,76.86,26554540,30288,America
Canada,1988,76.93,26943398,31356,America
Canada,1989,77.2,27330298,31550,America
Canada,1990,77.51,27700854,31163,America
Canada,1991,77.69,28051725,30090,America
Canada,1992,77.95,28386162,29977,America
Canada,1993,77.83,28704519,30424,America
Canada,1994,78.01,29009032,31505,America
Canada,1995,78.13,29302092,32101,America
Canada,1996,78.4,29582222,32290,America
Canada,1997,78.61,29850242,33310,America
Canada,1998,78.83,30113972,34389,America
Canada,1999,79.05,30383823,35810,America
Canada,2000,79.41,30667365,37314,America
Canada,2001,79.65,30967236,37563,America
Canada,2002,79.77,31281727,38270,America
Canada,2003,79.95,31608562,38621,America
Canada,2004,80.25,31943605,39436,America
Canada,2005,80.36,32283413,40284,America
Canada,2006,80.78,32627978,41012,America
Canada,2007,80.592,32977334,41432,America
Canada,2008,80.743,33327954,41468,America
Canada,2009,80.814,33675448,39884,America
Canada,2010,80.986,34016593,40773,America
Canada,2011,81.157,34349561,41567,America
Canada,2012,81.323,34674708,41865,America
Canada,2013,81.482,34993747,42213,America
Cape Verde,1964,49.505,233809,895,Sub-Saharan Africa
Cape Verde,1965,49.686,240301,905,Sub-Saharan Africa
Cape Verde,1966,49.959,246724,915,Sub-Saharan Africa
Cape Verde,1967,50.344,253087,923,Sub-Saharan Africa
Cape Verde,1968,50.851,259610,930,Sub-Saharan Africa
Cape Verde,1969,51.479,266624,936,Sub-Saharan Africa
Cape Verde,1970,52.213,274282,942,Sub-Saharan Africa
Cape Verde,1971,53.031,282888,856,Sub-Saharan Africa
Cape Verde,1972,53.893,292150,805,Sub-Saharan Africa
Cape Verde,1973,54.766,300922,788,Sub-Saharan Africa
Cape Verde,1974,55.628,307657,757,Sub-Saharan Africa
Cape Verde,1975,56.465,311349,771,Sub-Saharan Africa
Cape Verde,1976,57.272,311403,759,Sub-Saharan Africa
Cape Verde,1977,58.057,308423,749,Sub-Saharan Africa
Cape Verde,1978,58.827,304077,814,Sub-Saharan Africa
Cape Verde,1979,59.579,300726,886,Sub-Saharan Africa
Cape Verde,1980,60.314,300047,1189,Sub-Saharan Africa
Cape Verde,1981,61.036,302737,1269,Sub-Saharan Africa
Cape Verde,1982,61.746,308230,1276,Sub-Saharan Africa
Cape Verde,1983,62.442,315410,1366,Sub-Saharan Africa
Cape Verde,1984,63.116,322560,1385,Sub-Saharan Africa
Cape Verde,1985,63.755,328481,1469,Sub-Saharan Africa
Cape Verde,1986,64.341,332775,1474,Sub-Saharan Africa
Cape Verde,1987,64.865,335966,1538,Sub-Saharan Africa
Cape Verde,1988,65.326,338857,1546,Sub-Saharan Africa
Cape Verde,1989,65.727,342646,1589,Sub-Saharan Africa
Cape Verde,1990,66.081,348165,1609,Sub-Saharan Africa
Cape Verde,1991,66.401,355655,1597,Sub-Saharan Africa
Cape Verde,1992,66.709,364727,1728,Sub-Saharan Africa
Cape Verde,1993,67.022,374820,1827,Sub-Saharan Africa
Cape Verde,1994,67.354,385101,2120,Sub-Saharan Africa
Cape Verde,1995,67.712,394946,2361,Sub-Saharan Africa
Cape Verde,1996,68.1,404166,2568,Sub-Saharan Africa
Cape Verde,1997,68.511,412893,2794,Sub-Saharan Africa
Cape Verde,1998,68.939,421203,3082,Sub-Saharan Africa
Cape Verde,1999,69.381,429278,3363,Sub-Saharan Africa
Cape Verde,2000,69.835,437238,3772,Sub-Saharan Africa
Cape Verde,2001,70.296,445096,3784,Sub-Saharan Africa
Cape Verde,2002,70.761,452740,3910,Sub-Saharan Africa
Cape Verde,2003,71.223,460031,4006,Sub-Saharan Africa
Cape Verde,2004,71.678,466784,4352,Sub-Saharan Africa
Cape Verde,2005,72.121,472883,4604,Sub-Saharan Africa
Cape Verde,2006,72.548,478267,4937,Sub-Saharan Africa
Cape Verde,2007,72.959,483023,5666,Sub-Saharan Africa
Cape Verde,2008,73.354,487371,6031,Sub-Saharan Africa
Cape Verde,2009,73.733,491621,5941,Sub-Saharan Africa
Cape Verde,2010,74.094,495999,6005,Sub-Saharan Africa
Cape Verde,2011,74.439,500585,6206,Sub-Saharan Africa
Cape Verde,2012,74.771,505335,6224,Sub-Saharan Africa
Cape Verde,2013,75.093,510213,6232,Sub-Saharan Africa
Chad,1964,39.066,3219259,1409,Sub-Saharan Africa
Chad,1965,39.351,3288547,1387,Sub-Saharan Africa
Chad,1966,39.671,3357972,1334,Sub-Saharan Africa
Chad,1967,40.032,3427888,1315,Sub-Saharan Africa
Chad,1968,40.435,3499681,1281,Sub-Saharan Africa
Chad,1969,40.873,3575273,1341,Sub-Saharan Africa
Chad,1970,41.331,3655905,1338,Sub-Saharan Africa
Chad,1971,41.79,3742580,1334,Sub-Saharan Africa
Chad,1972,42.229,3834574,1216,Sub-Saharan Africa
Chad,1973,42.635,3929341,1131,Sub-Saharan Africa
Chad,1974,43,4023300,1258,Sub-Saharan Africa
Chad,1975,43.325,4114094,1441,Sub-Saharan Africa
Chad,1976,43.618,4201073,1387,Sub-Saharan Africa
Chad,1977,43.894,4285738,1253,Sub-Saharan Africa
Chad,1978,44.164,4370560,1217,Sub-Saharan Africa
Chad,1979,44.431,4459072,946,Sub-Saharan Africa
Chad,1980,44.699,4554089,891,Sub-Saharan Africa
Chad,1981,44.967,4656116,880,Sub-Saharan Africa
Chad,1982,45.229,4765160,884,Sub-Saharan Africa
Chad,1983,45.478,4882913,983,Sub-Saharan Africa
Chad,1984,45.711,5011242,994,Sub-Saharan Africa
Chad,1985,45.916,5151339,1202,Sub-Saharan Africa
Chad,1986,46.084,5304490,1122,Sub-Saharan Africa
Chad,1987,46.211,5470211,1058,Sub-Saharan Africa
Chad,1988,46.299,5645708,1185,Sub-Saharan Africa
Chad,1989,46.351,5826974,1221,Sub-Saharan Africa
Chad,1990,46.375,6011224,1111,Sub-Saharan Africa
Chad,1991,46.382,6197766,1169,Sub-Saharan Africa
Chad,1992,46.385,6387856,1223,Sub-Saharan Africa
Chad,1993,46.395,6583079,999,Sub-Saharan Africa
Chad,1994,46.419,6785842,1066,Sub-Saharan Africa
Chad,1995,46.455,6998108,1044,Sub-Saharan Africa
Chad,1996,46.499,7219081,1032,Sub-Saharan Africa
Chad,1997,46.543,7448585,1054,Sub-Saharan Africa
Chad,1998,46.587,7689836,1090,Sub-Saharan Africa
Chad,1999,46.639,7946982,1045,Sub-Saharan Africa
Chad,2000,46.708,8222327,998,Sub-Saharan Africa
Chad,2001,46.809,8517944,1073,Sub-Saharan Africa
Chad,2002,46.952,8831199,1120,Sub-Saharan Africa
Chad,2003,47.146,9153893,1237,Sub-Saharan Africa
Chad,2004,47.393,9474792,1592,Sub-Saharan Africa
Chad,2005,47.696,9785902,1803,Sub-Saharan Africa
Chad,2006,48.053,10084087,1755,Sub-Saharan Africa
Chad,2007,48.452,10371839,1755,Sub-Saharan Africa
Chad,2008,48.881,10653762,1753,Sub-Saharan Africa
Chad,2009,49.332,10937089,1772,Sub-Saharan Africa
Chad,2010,49.794,11227208,1953,Sub-Saharan Africa
Chad,2011,50.259,11525496,1896,Sub-Saharan Africa
Chad,2012,50.724,11830573,2003,Sub-Saharan Africa
Chad,2013,51.182,12141876,2055,Sub-Saharan Africa
Chile,1964,58.756,8457066,6537,America
Chile,1965,59.258,8655738,6451,America
Chile,1966,59.782,8849016,7026,America
Chile,1967,60.321,9037026,7114,America
Chile,1968,60.874,9220343,7231,America
Chile,1969,61.441,9400225,7364,America
Chile,1970,62.024,9577572,7382,America
Chile,1971,62.631,9752949,7906,America
Chile,1972,63.266,9925950,7674,America
Chile,1973,63.931,10095485,7123,America
Chile,1974,64.622,10260027,7070,America
Chile,1975,65.339,10418880,6058,America
Chile,1976,66.081,10571597,6168,America
Chile,1977,66.839,10719748,6675,America
Chile,1978,67.6,10867152,7122,America
Chile,1979,68.35,11018910,7603,America
Chile,1980,69.07,11178817,8088,America
Chile,1981,69.742,11348442,8454,America
Chile,1982,70.357,11527274,7182,America
Chile,1983,70.91,11714442,6867,America
Chile,1984,71.401,11908189,7160,America
Chile,1985,71.833,12107225,7193,America
Chile,1986,72.218,12310666,7483,America
Chile,1987,72.571,12518930,7851,America
Chile,1988,72.909,12733409,8288,America
Chile,1989,73.238,12956088,9016,America
Chile,1990,73.56,13187821,9193,America
Chile,1991,73.871,13429315,9747,America
Chile,1992,74.56,13678373,10744,America
Chile,1993,74.64,13929390,11287,America
Chile,1994,75.12,14174890,11725,America
Chile,1995,75.04,14409416,12759,America
Chile,1996,75.36,14630769,13498,America
Chile,1997,75.93,14840038,14186,America
Chile,1998,76.05,15039162,14450,America
Chile,1999,76.25,15231557,14159,America
Chile,2000,77.01,15419820,14614,America
Chile,2001,76.86,15604200,14925,America
Chile,2002,77.42,15783991,15075,America
Chile,2003,77.48,15959793,15499,America
Chile,2004,77.53,16132209,16260,America
Chile,2005,77.93,16301726,16985,America
Chile,2006,78.337,16468677,17554,America
Chile,2007,78.452,16633254,18278,America
Chile,2008,78.561,16795593,18698,America
Chile,2009,78.936,16955737,18329,America
Chile,2010,79.168,17113688,19204,America
Chile,2011,79.425,17269525,20141,America
Chile,2012,79.691,17423214,21050,America
Chile,2013,79.955,17574464,21746,America
China,1964,53.32072,696171650,713,East Asia & Pacific
China,1965,55.6468,710290299,772,East Asia & Pacific
China,1966,56.8032,727601056,826,East Asia & Pacific
China,1967,58.38112,747678772,719,East Asia & Pacific
China,1968,59.4052,769666505,669,East Asia & Pacific
China,1969,60.9652,792308749,732,East Asia & Pacific
China,1970,62.6508,814622841,848,East Asia & Pacific
China,1971,63.73736,836431505,876,East Asia & Pacific
China,1972,63.11888,857804035,843,East Asia & Pacific
China,1973,62.7808,878305091,894,East Asia & Pacific
China,1974,62.4996,897479153,888,East Asia & Pacific
China,1975,62.69888,915040954,920,East Asia & Pacific
China,1976,62.43736,930744699,891,East Asia & Pacific
China,1977,63.96736,944726607,904,East Asia & Pacific
China,1978,64.24432,957584105,1016,East Asia & Pacific
China,1979,65.08536,970179212,1059,East Asia & Pacific
China,1980,66.12216,983170638,1073,East Asia & Pacific
China,1981,66.44976,996667562,1099,East Asia & Pacific
China,1982,67.588,1010574797,1175,East Asia & Pacific
China,1983,67.848,1025090475,1229,East Asia & Pacific
China,1984,68.1,1040397958,1456,East Asia & Pacific
China,1985,68.344,1056579219,1557,East Asia & Pacific
China,1986,68.581,1073792041,1604,East Asia & Pacific
China,1987,68.81,1091904967,1652,East Asia & Pacific
China,1988,69.032,1110339206,1597,East Asia & Pacific
China,1989,69.248,1128297564,1474,East Asia & Pacific
China,1990,69.452,1145195229,1516,East Asia & Pacific
China,1991,69.638,1160799514,1634,East Asia & Pacific
China,1992,69.805,1175230312,1845,East Asia & Pacific
China,1993,69.96,1188687527,2078,East Asia & Pacific
China,1994,70.115,1201522570,2323,East Asia & Pacific
China,1995,70.295,1213986610,2551,East Asia & Pacific
China,1996,70.529,1226134423,2775,East Asia & Pacific
China,1997,70.832,1237849861,3000,East Asia & Pacific
China,1998,71.208,1249020152,3205,East Asia & Pacific
China,1999,71.646,1259476966,3419,East Asia & Pacific
China,2000,72.124,1269116737,3678,East Asia & Pacific
China,2001,72.609,1277903627,3955,East Asia & Pacific
China,2002,73.064,1285933789,4285,East Asia & Pacific
China,2003,73.462,1293396654,4685,East Asia & Pacific
China,2004,73.793,1300552134,5127,East Asia & Pacific
China,2005,74.053,1307593489,5675,East Asia & Pacific
China,2006,74.253,1314581402,6360,East Asia & Pacific
China,2007,74.418,1321481935,7225,East Asia & Pacific
China,2008,74.57,1328275524,7880,East Asia & Pacific
China,2009,74.718,1334908820,8565,East Asia & Pacific
China,2010,74.868,1341335152,9430,East Asia & Pacific
China,2011,75.023,1347565324,10274,East Asia & Pacific
China,2012,75.178,1353600687,11017,East Asia & Pacific
China,2013,75.331,1359368470,11805,East Asia & Pacific
Colombia,1964,58.672,18019927,3749,America
Colombia,1965,59.094,18555731,3777,America
Colombia,1966,59.494,19104020,3868,America
Colombia,1967,59.871,19663029,3893,America
Colombia,1968,60.226,20225830,4021,America
Colombia,1969,60.568,20783427,4162,America
Colombia,1970,60.903,21329811,4325,America
Colombia,1971,61.241,21861689,4484,America
Colombia,1972,61.591,22381887,4731,America
Colombia,1973,61.959,22898136,4952,America
Colombia,1974,62.353,23421644,5161,America
Colombia,1975,62.785,23960605,5208,America
Colombia,1976,63.265,24517307,5382,America
Colombia,1977,63.79,25089511,5544,America
Colombia,1978,64.349,25675364,5953,America
Colombia,1979,64.927,26271401,6200,America
Colombia,1980,65.501,26874906,6373,America
Colombia,1981,66.044,27485678,6441,America
Colombia,1982,66.536,28104254,6405,America
Colombia,1983,66.96,28729367,6421,America
Colombia,1984,67.311,29359535,6518,America
Colombia,1985,67.585,29993539,6613,America
Colombia,1986,67.785,30630754,6887,America
Colombia,1987,67.935,31270841,7158,America
Colombia,1988,68.058,31913250,7371,America
Colombia,1989,68.17,32557521,7519,America
Colombia,1990,68.292,33203321,7752,America
Colombia,1991,68.444,33849971,7776,America
Colombia,1992,68.632,34497319,8014,America
Colombia,1993,68.86,35146220,8052,America
Colombia,1994,69.128,35797965,8366,America
Colombia,1995,69.433,36453337,8643,America
Colombia,1996,69.761,37112621,8664,America
Colombia,1997,70.096,37775054,8804,America
Colombia,1998,70.423,38439099,8701,America
Colombia,1999,70.734,39102653,8194,America
Colombia,2000,71.026,39764166,8414,America
Colombia,2001,71.3,40422597,8415,America
Colombia,2002,71.562,41078136,8488,America
Colombia,2003,71.817,41731914,8683,America
Colombia,2004,72.066,42385712,9005,America
Colombia,2005,72.309,43040558,9286,America
Colombia,2006,72.545,43696540,9759,America
Colombia,2007,72.775,44352327,10278,America
Colombia,2008,72.997,45005782,10489,America
Colombia,2009,73.213,45654044,10511,America
Colombia,2010,73.424,46294841,10777,America
Colombia,2011,73.631,46927125,11332,America
Colombia,2012,73.835,47550708,11636,America
Colombia,2013,74.038,48165221,12054,America
Comoros,1964,45.037,207856,1342,Sub-Saharan Africa
Comoros,1965,45.44,212097,1308,Sub-Saharan Africa
Comoros,1966,45.858,216728,1416,Sub-Saharan Africa
Comoros,1967,46.295,221755,1530,Sub-Saharan Africa
Comoros,1968,46.754,227075,1494,Sub-Saharan Africa
Comoros,1969,47.23,232529,1425,Sub-Saharan Africa
